iteration,eliminated_feature_index,eliminated_feature,avg_cv_F1_score,ci_bound_be,std_dev_be,std_err_be
57,62,delta_a12x914_avg_ion_energies,0.7966027427628426,0.06827010875419921,0.05311646399096245,0.026558231995481223
58,82,avg_a12x914_electron_affinity,0.7966027427628426,0.06827010875419921,0.05311646399096245,0.026558231995481223
59,37,avg_val_electrons,0.7969107554903341,0.06496966862354922,0.05054860944154056,0.025274304720770278
60,95,avg_a12x18_mendeleev_number,0.8016456363771649,0.05784606608713119,0.04500620465390642,0.022503102326953208
61,36,max_diff_dipole_polarizability,0.8002327635357206,0.05715776650392173,0.044470684194166554,0.022235342097083274
62,57,avg_a12b14_unp_electrons,0.8002327635357206,0.05715776650392173,0.044470684194166554,0.022235342097083274
63,79,delta_a12b58_avg_electron_affinity,0.7979331044319378,0.05963881519993255,0.04640102436977638,0.023200512184888188
64,67,avg_a1a2_no_electrons,0.7966342100895651,0.054220833299938244,0.04218565038332388,0.021092825191661942
65,65,delta_a1a2_ion_energies,0.7928902108176156,0.06935108158471627,0.053957497577624726,0.026978748788812363
66,55,delta_a12b14_avg_unp_electrons,0.7933193743858769,0.07361722948929958,0.0572767055837198,0.028638352791859896
67,85,min_metallic_radius,0.7926117871128481,0.06299080123652588,0.0490089833852213,0.024504491692610646
68,15,delta_a1a2_covalent_radius,0.798000258290793,0.06919784651684104,0.053838275488873516,0.026919137744436758
69,56,delta_a12b58_avg_unp_electrons,0.7948448699742177,0.06704747733623014,0.05216521521061275,0.02608260760530637
70,9,min_covalent_radius,0.798000258290793,0.06919784651684104,0.053838275488873516,0.026919137744436758
71,19,avg_a1a2_atomic_radius,0.798000258290793,0.06919784651684104,0.053838275488873516,0.026919137744436758
72,26,avg_a1a2_dipole_polarizability,0.798000258290793,0.06919784651684104,0.053838275488873516,0.026919137744436758
73,1,avg_a1a2_vdw_radius,0.798000258290793,0.06919784651684104,0.053838275488873516,0.026919137744436758
74,10,avg_a1a2_covalent_radius,0.7954096742716374,0.07487535863143435,0.0582555727994553,0.029127786399727646
75,21,min_atomic_volume,0.7954096742716374,0.07487535863143435,0.0582555727994553,0.029127786399727646
76,22,avg_a1a2_atomic_volume,0.7954096742716374,0.07487535863143435,0.0582555727994553,0.029127786399727646
77,23,delta_a1a2_atomic_volume,0.7954096742716374,0.07487535863143435,0.0582555727994553,0.029127786399727646
78,25,max_dipole_polarizability,0.7954096742716374,0.07487535863143435,0.0582555727994553,0.029127786399727646
79,39,max_val_electrons,0.7954096742716374,0.07487535863143435,0.0582555727994553,0.029127786399727646
80,40,max_b_val_electrons,0.7954096742716374,0.07487535863143435,0.0582555727994553,0.029127786399727646
81,41,avg_bx_val_electrons,0.7954096742716374,0.07487535863143435,0.0582555727994553,0.029127786399727646
82,42,avg_a1a2_val_electrons,0.7954096742716374,0.07487535863143435,0.0582555727994553,0.029127786399727646
83,43,avg_b14x18_val_electrons,0.7954096742716374,0.07487535863143435,0.0582555727994553,0.029127786399727646
84,45,delta_a12b58_avg_val_electrons,0.7954096742716374,0.07487535863143435,0.0582555727994553,0.029127786399727646
85,50,max_diff_val_electrons,0.7954096742716374,0.07487535863143435,0.0582555727994553,0.029127786399727646
86,53,max_unp_electrons,0.7954096742716374,0.07487535863143435,0.0582555727994553,0.029127786399727646
87,54,avg_a1a2_unp_electrons,0.7954096742716374,0.07487535863143435,0.0582555727994553,0.029127786399727646
88,60,avg_a1a2_ion_energies,0.7954096742716374,0.07487535863143435,0.0582555727994553,0.029127786399727646
89,69,avg_a1a2_electronegativity,0.7954096742716374,0.07487535863143435,0.0582555727994553,0.029127786399727646
90,75,min_b_electron_affinity,0.7954096742716374,0.07487535863143435,0.0582555727994553,0.029127786399727646
91,76,avg_a1a2_electron_affinity,0.7954096742716374,0.07487535863143435,0.0582555727994553,0.029127786399727646
92,80,delta_a1a2_electron_affinity,0.7954096742716374,0.07487535863143435,0.0582555727994553,0.029127786399727646
93,89,delta_a1a2_metallic_radius,0.7954096742716374,0.07487535863143435,0.0582555727994553,0.029127786399727646
94,49,avg_a12b58_val_electrons,0.7954096742716374,0.07487535863143435,0.0582555727994553,0.029127786399727646
95,96,avg_a12x914_mendeleev_number,0.7931100151678547,0.07654705581511834,0.05955621000190418,0.02977810500095209
96,34,avg_a12b14_dipole_polarizability,0.7926193952099496,0.06724281446753388,0.05231719413506927,0.026158597067534636
97,83,avg_a12b14_electron_affinity,0.7923284702945768,0.07116035598853955,0.05536517453133309,0.027682587265666542
98,61,delta_a12x18_avg_ion_energies,0.790326845654242,0.0695686477893539,0.05412677147633627,0.027063385738168137
99,46,delta_bx1418bx58914_avg_val_electrons,0.7868734228742188,0.07012443181145504,0.05455919032750548,0.02727959516375274
100,None,None,0.7766045397831716,0.08062511713081519,0.06272908025187028,0.03136454012593514
