iteration,eliminated_feature_index,eliminated_feature,avg_cv_F1_score,ci_bound_be,std_dev_be,std_err_be
1,33,delta_a12b58_avg_atomic_radius,0.7778888670694407,0.10892315846394113,0.0847459177948938,0.0423729588974469
2,165,delta_a12b14_avg_mendeleev_number,0.8007015704282907,0.07106584405024799,0.055291641032433086,0.027645820516216543
3,167,delta_bx1418bx58914_avg_mendeleev_number,0.8081992661836928,0.092828488723297,0.0722237179430769,0.03611185897153845
4,168,delta_a1a2_mendeleev_number,0.8223457642049666,0.09471336473596972,0.07369021551692764,0.03684510775846382
5,111,avg_electron_affinity,0.8218039036986406,0.09582921514260771,0.07455838504272823,0.037279192521364114
6,189,delta_a12x18_avg_heat_of_formation,0.8321261492187944,0.05603391914234372,0.04359629276573741,0.021798146382868706
7,108,delta_a12b58_avg_electronegativity,0.8405223436587651,0.05142816509987477,0.040012859646730056,0.020006429823365028
8,49,std_dipole_polarizability,0.8400926653233798,0.04989458445105722,0.038819681800720776,0.019409840900360388
9,16,delta_a12x18_avg_covalent_radius,0.848009630223773,0.050438748436150156,0.03924305986832332,0.019621529934161656
10,57,delta_a12b14_avg_dipole_polarizability,0.8396341260472877,0.05319742744662241,0.04138940586068063,0.020694702930340314
11,113,avg_bx_electron_affinity,0.8388756588896256,0.052280759154932306,0.04067620678723958,0.02033810339361979
12,88,max_diff_unp_electrons,0.8380787195292123,0.07139313448918108,0.055546284113151864,0.027773142056575932
13,109,delta_bx1418bx58914_avg_electronegativity,0.8386930740997869,0.05443233749331848,0.042350207831328944,0.021175103915664472
14,18,delta_a12b14_avg_covalent_radius,0.8347334733894028,0.05835403278594919,0.04540142000303555,0.02270071000151777
15,48,max_diff_atomic_volume,0.8347988183563121,0.0398219962840316,0.030982866004866317,0.015491433002433157
16,98,delta_a12x18_avg_no_electrons,0.8391224791862048,0.04869012684169972,0.03788257286090027,0.018941286430450135
17,36,avg_a12b58_atomic_radius,0.8529026228331542,0.039610521838256564,0.030818331701508727,0.015409165850754365
18,191,delta_a12b14_avg_heat_of_formation,0.8499745059368775,0.06255736258843853,0.04867175339154551,0.024335876695772755
19,121,delta_a12b14_avg_electron_affinity,0.840065171202667,0.06092624986006185,0.04740269227412505,0.023701346137062526
20,125,avg_a12x18_electron_affinity,0.842878979476175,0.04564486634069736,0.035513256732710524,0.017756628366355262
21,133,delta_a1a2_density,0.843722984601284,0.04995026359713699,0.03886300206799092,0.01943150103399546
22,140,std_melting_point,0.8399912358511064,0.05429771849287119,0.042245469675491185,0.021122734837745592
23,174,avg_lattice_constant,0.8428125980299892,0.047459479103928844,0.03692508711140166,0.01846254355570083
24,41,delta_a12b14_avg_atomic_volume,0.8396726749455704,0.026344577575452794,0.020496976373390995,0.010248488186695498
25,148,delta_a12x914_avg_metallic_radius,0.8437018102604519,0.010133731723162117,0.007884387559794334,0.003942193779897166
26,99,delta_a12x914_avg_no_electrons,0.8465621232133623,0.04045487022472243,0.03147526343171904,0.015737631715859516
27,5,delta_a12b14_avg_vdw_radius,0.8372983292021807,0.03828884560179978,0.02979002268746824,0.01489501134373412
28,89,std_ion_energies,0.841636257496128,0.05090313016508967,0.0396043646301494,0.019802182315074697
29,197,avg_a12b58_heat_of_formation,0.8426858364787284,0.05879244159131141,0.04574251694792523,0.02287125847396261
30,100,delta_a12b14_avg_no_electrons,0.8509301978090367,0.047265899271785004,0.03677447542539329,0.018387237712696645
