iteration,eliminated_feature_index,eliminated_feature,avg_cv_F1_score,ci_bound_be,std_dev_be,std_err_be
1,77,std_ion_energies,0.7513418311568174,0.04891361183922295,0.03805645178155943,0.019028225890779713
2,52,avg_a12x18_dipole_polarizability,0.7940249099127243,0.05570018883618288,0.04333663924953008,0.021668319624765037
3,87,delta_a12x914_avg_no_electrons,0.8078805833754347,0.04984474778561969,0.0387809071818803,0.01939045359094015
4,76,max_diff_unp_electrons,0.8162302693328002,0.0672185055095287,0.05229828093987884,0.026149140469939415
5,33,avg_a12b58_atomic_radius,0.8306176520545556,0.09125656934937304,0.07100071126643098,0.03550035563321549
6,126,std_mendeleev_number,0.8369224767131265,0.08194834704598565,0.06375859808073406,0.03187929904036702
7,132,delta_bx1418bx58914_avg_mendeleev_number,0.8430530232934397,0.059290216498873484,0.04612980273720558,0.023064901368602786
8,130,delta_a12b14_avg_mendeleev_number,0.8406944924528267,0.08346244508034044,0.06493661779079708,0.032468308895398534
9,97,delta_bx1418bx58914_avg_electronegativity,0.8516292130058373,0.07604415967692961,0.05916493972120975,0.029582469860604872
10,131,delta_a12b58_avg_mendeleev_number,0.8517415462077235,0.06113250263335499,0.047563163938892795,0.023781581969446398
11,24,avg_a12b58_covalent_radius,0.8567976866440576,0.06491452080977829,0.05050570256885795,0.025252851284428977
12,51,delta_a1a2_dipole_polarizability,0.8527093903736975,0.061010781304641715,0.04746846060984422,0.02373423030492211
13,119,delta_a12x914_avg_metallic_radius,0.8535712218404601,0.08121987855015178,0.0631918248422905,0.031595912421145254
14,31,delta_a12b58_avg_atomic_radius,0.8622958201327275,0.06224787072025993,0.04843095820355495,0.02421547910177747
15,10,max_diff_vdw_radius,0.851815122534141,0.05162126650275164,0.040163099098514767,0.020081549549257383
16,50,delta_bx1418bx58914_avg_dipole_polarizability,0.8535712218404601,0.08121987855015178,0.0631918248422905,0.031595912421145254
17,152,avg_a12x18_heat_of_formation,0.8486341861973349,0.07963989568330315,0.06196254449420345,0.030981272247101725
18,99,avg_electron_affinity,0.8527033440445418,0.08337119663721577,0.06486562340200955,0.032432811701004774
19,41,avg_a12b14_atomic_volume,0.8519161152774368,0.07865813082550502,0.061198698080766785,0.03059934904038339
20,104,avg_a12x18_electron_affinity,0.8515526199590543,0.07058096582947448,0.05491438930362089,0.027457194651810447
21,44,std_dipole_polarizability,0.8471553549649524,0.058181126663236896,0.045266893165324895,0.022633446582662448
22,122,avg_a12b14_metallic_radius,0.851103890901066,0.06336283921738813,0.04929844157379528,0.024649220786897637
23,105,avg_a12x914_electron_affinity,0.8506969134782093,0.06477184364154996,0.050394694884721716,0.025197347442360858
24,80,delta_a12b58_avg_ion_energies,0.8484595002898792,0.06670195233365356,0.05189638501988587,0.02594819250994293
25,18,delta_a12b14_avg_covalent_radius,0.8432087569834001,0.08306976528786182,0.06463109957150925,0.03231554978575463
26,95,delta_a12b14_avg_electronegativity,0.8384058211577965,0.08393051606346359,0.0653007929177152,0.0326503964588576
27,134,avg_a12b14_mendeleev_number,0.8314125314819941,0.07519029496835887,0.05850060396909829,0.029250301984549146
28,96,delta_a12b58_avg_electronegativity,0.8332355860648366,0.08213581268017726,0.06390445271301438,0.031952226356507185
29,64,avg_a12b14_val_electrons,0.8390880689485488,0.07936581087573082,0.061749297202269265,0.030874648601134633
30,103,delta_bx1418bx58914_avg_electron_affinity,0.837576862184809,0.08774929773068023,0.0682719347925051,0.03413596739625254
31,145,max_diff_lattice_constant,0.8423674990898483,0.07157990441419694,0.05569159746005774,0.027845798730028865
32,57,avg_val_electrons,0.8353467781926784,0.06012150198907324,0.04677657109032745,0.023388285545163725
33,136,avg_lattice_constant,0.8397676537448666,0.07735055811105705,0.06018136208599633,0.03009068104299816
34,118,delta_a12x18_avg_metallic_radius,0.8335962921589253,0.05534037293864071,0.04305669025700706,0.02152834512850353
35,81,delta_a1a2_ion_energies,0.8401882464931771,0.0841163281940628,0.0654453610680252,0.0327226805340126
36,150,delta_a12b14_avg_heat_of_formation,0.8394105969399387,0.07191910588269745,0.05595550772644032,0.02797775386322016
37,111,delta_a1a2_density,0.8296677123834163,0.06693179120925037,0.05207520747355027,0.026037603736775133
38,116,delta_a12b58_avg_melting_point,0.8361080430976218,0.061164803560582064,0.047588295157653684,0.023794147578826842
39,74,avg_a12b14_unp_electrons,0.8346786945823753,0.0482928545617195,0.03757348153031295,0.018786740765156473
40,110,delta_a12x914_avg_density,0.8351479332195719,0.05307607921372082,0.041294992812848944,0.020647496406424472
41,100,std_electron_affinity,0.8235575985491963,0.06864076896120473,0.05340485022466799,0.026702425112333995
42,19,delta_a12b58_avg_covalent_radius,0.8289917658972028,0.06636963434762529,0.05163783033672324,0.02581891516836162
43,133,delta_a1a2_mendeleev_number,0.828240866263559,0.06605785238098032,0.051395253374322984,0.025697626687161492
44,82,avg_a12b14_ion_energies,0.8226376678543215,0.056971696737813146,0.044325915594677454,0.022162957797338727
45,142,delta_a12b14_avg_lattice_constant,0.8230449227048501,0.0587359807432132,0.045698588489927514,0.022849294244963757
46,58,std_val_electrons,0.8283870126466233,0.07646566222164432,0.05949288302094942,0.029746441510474706
47,40,delta_a12b58_avg_atomic_volume,0.8287554273761559,0.04884913406832016,0.03800628588525616,0.01900314294262808
48,53,avg_a12x914_dipole_polarizability,0.8266076835855023,0.06205996174816421,0.04828475863932344,0.02414237931966172
49,55,avg_a12b58_dipole_polarizability,0.8316207376645233,0.07221186107458173,0.05618328121166905,0.028091640605834526
50,114,std_melting_point,0.8261507598311375,0.0713536343138071,0.05551555163474844,0.02775777581737422
51,94,delta_a12x914_avg_electronegativity,0.8258177192265862,0.05398089819881478,0.0419989727231948,0.0209994863615974
52,43,max_diff_atomic_volume,0.8232948831706596,0.051435121510343206,0.040018271970408685,0.020009135985204343
53,109,delta_a12x18_avg_density,0.8263353998227914,0.05451464468988459,0.04241424562652774,0.021207122813263868
54,54,avg_a12b14_dipole_polarizability,0.8223648131594548,0.06100651042887567,0.04746513772340129,0.023732568861700644
55,89,delta_a12b58_avg_no_electrons,0.8206435298933554,0.07320120218440458,0.05695302220657338,0.028476511103286688
56,106,avg_a12b58_electron_affinity,0.823811205031161,0.06845346644953555,0.053259122507251976,0.026629561253625984
57,147,min_heat_of_formation,0.833405905610648,0.08139120334440653,0.06332512135273778,0.03166256067636889
58,17,delta_a12x914_avg_covalent_radius,0.829400659329352,0.0662521105103943,0.05154639279865172,0.025773196399325855
59,128,delta_b14x18_avg_mendeleev_number,0.828905898208833,0.07930781798299925,0.06170417676149777,0.03085208838074888
60,67,std_unp_electrons,0.8280668872371539,0.07806670953189622,0.06073855222163882,0.030369276110819406
61,6,delta_a12b58_avg_vdw_radius,0.8100802369759796,0.047417547037048674,0.03689246253878634,0.01844623126939317
62,115,delta_a12b14_avg_melting_point,0.8146889165592777,0.04610638589540984,0.035872334625749666,0.017936167312874833
63,8,avg_a12b14_vdw_radius,0.8121611137858166,0.04513004414256004,0.035112707572205096,0.017556353786102548
64,120,delta_a12b14_avg_metallic_radius,0.8095014220999804,0.05104597078476364,0.03971549948506337,0.019857749742531683
65,102,delta_a12b14_avg_electron_affinity,0.8152350048725809,0.05933775210493984,0.04616678705368005,0.023083393526840024
66,9,avg_a12b58_vdw_radius,0.817686036797004,0.06009353696345849,0.046754813350327065,0.02337740667516353
67,146,std_heat_of_formation,0.8173589041454432,0.051004873782206944,0.039683524620861846,0.01984176231043092
68,88,delta_a12b14_avg_no_electrons,0.8116260360101482,0.05576303605552753,0.04338553652132542,0.02169276826066271
69,141,delta_a12x914_avg_lattice_constant,0.8126159977181766,0.07089063902427806,0.055155325569886005,0.027577662784943002
70,149,delta_a12x18_avg_heat_of_formation,0.8183790578660262,0.06516350746063618,0.05069942264219399,0.025349711321096997
71,38,delta_a12x914_avg_atomic_volume,0.8175251303160769,0.07302093206161162,0.056812765926618505,0.028406382963309253
72,121,delta_a12b58_avg_metallic_radius,0.8189510573213943,0.059335025749235534,0.046164665856318024,0.023082332928159012
73,153,avg_a12x914_heat_of_formation,0.8189510573213943,0.059335025749235534,0.046164665856318024,0.023082332928159012
74,140,delta_a12x18_avg_lattice_constant,0.8165487798215851,0.040891651062482895,0.03181509376250665,0.015907546881253325
75,7,delta_a1a2_vdw_radius,0.8226087806084411,0.045555256300917425,0.035443537077387635,0.017721768538693814
76,48,delta_a12x18_avg_dipole_polarizability,0.8178700967205608,0.045640144922203245,0.035509583308718604,0.017754791654359302
