iteration,eliminated_feature_index,eliminated_feature,avg_cv_F1_score,ci_bound_be,std_dev_be,std_err_be
44,19,avg_a12b14_covalent_radius,0.8581067883757261,0.060031781080877755,0.04670676517561066,0.023353382587805328
45,71,delta_a1a2_electronegativity,0.8580148880447973,0.07605685690943662,0.059174818599470665,0.029587409299735336
46,15,delta_a12x18_avg_covalent_radius,0.8619780360079454,0.07828973266561573,0.06091207179656751,0.030456035898283752
47,73,delta_bx1418bx58914_avg_electron_affinity,0.8560846185264996,0.0617237255956505,0.048023155489521,0.024011577744760496
48,112,avg_a12b58_heat_of_formation,0.8580148880447973,0.07605685690943662,0.059174818599470665,0.029587409299735336
49,57,avg_a12b14_ion_energies,0.8567655425548777,0.07151759812927234,0.05564312105361866,0.02782156052680933
50,107,delta_a12b14_avg_heat_of_formation,0.86018647132223,0.06109998708334189,0.04753786573631287,0.023768932868156435
51,80,delta_a12x914_avg_atomic_mass,0.8619331774251682,0.04220272391608062,0.032835152984447884,0.016417576492223942
52,81,std_melting_point,0.8622728625593513,0.04939687646867692,0.03843244808150554,0.01921622404075277
53,59,max_diff_ion_energies,0.8629348852198617,0.06323087324734063,0.04919576756574152,0.024597883782870755
54,51,max_diff_unp_electrons,0.8594376544362696,0.039766017188555755,0.030939312366775665,0.015469656183387833
55,8,avg_a12b14_vdw_radius,0.8692322513566031,0.04246528006101139,0.03303943058517697,0.016519715292588482
56,88,avg_mendeleev_number,0.8677954285978814,0.04274184639780167,0.033254608591149155,0.016627304295574578
57,42,avg_unp_electrons,0.8623720533706687,0.0408367715189931,0.031772395613216875,0.015886197806608434
58,75,avg_a12b58_electron_affinity,0.8637350629742523,0.048117497723275136,0.03743704795250316,0.018718523976251577
