0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
16.5,0.7333333333333485,196.8,14.11534822650705,24.00000000000001,3.000000000000014,133.0,30.0,3.0,3.351099632956323,17.26,1.899999999999999,3.350000000000001,11.01,13.91,12.00183724361492,1.023832190400116,0.3461093276215864,0.6570517847280423,1.026489,0.03043199999999979,1.847759519811914,1.871,0.9119333333333328,1376.975,653.65,300.2665551916608,490.0,126.4166666666667,13.59202176114928,95.66666666666667,12.43873877136353,55.0,99.36363636363636,99.66666666666667,4.5,0.6666666666666714,82.33333333333333,1.233133711322499,235.1416666666667,21.94229015445339,18.90000000000003,0.5999999999999943,0.8285714285714363,4.428571428571416,0.6899999999999977,5.402857142857137,0.2571428571428571,0.3142857142857145,0.5784168000000012,5.914285714285718,0.1285714285714286,0.206887142857143,0.1714285714285708,1.0306,0.02157142857142857,66.71142857142831,3.274285714285725,1.057142857142864,113.9,5.714285714285708,0.6985714285714284,11.89428571428576
7.357142857142861,9.199999999999989,196.4,12.39707626821744,15.0,3.000000000000014,140.3333333333333,20.0,8.666666666666657,3.719151915722484,18.42,0.8000000000000007,1.064285714285717,13.91,13.91,10.44558319737741,0.8815713353773792,0.2868652413009751,0.6444530590335023,0.9980352857142853,0.07323720000000011,1.607449763773523,3.557999999999999,0.4200666666666661,1478.608333333334,731.2166666666666,277.1382501969409,490.0,133.0833333333333,12.1686642195801,96.0,12.58967831201417,55.0,99.72727272727273,100.0,5.071428571428569,0.5999999999999943,83.0,1.22244376148762,224.9416666666667,29.18139985028515,73.70000000000002,9.05714285714285,4.714285714285722,8.428571428571416,0.3928571428571423,7.174285714285716,0.2571428571428571,0.3142857142857145,0.09572217142857298,5.742857142857147,0.2828571428571425,0.1642747999999998,0.05714285714285694,0.2888285714285708,0.1919714285714286,258.0828571428572,376.1428571428574,4.257142857142867,113.9,5.828571428571436,0.5854285714285723,8.197142857142836
16.99999999999997,1.133333333333354,196.8,16.24978632338148,35.00000000000001,6.000000000000014,141.3333333333333,45.0,3.0,3.628700768985138,18.42,4.800000000000001,4.800000000000001,13.455,13.91,12.31303227839872,1.201041557602536,0.3359498867225421,0.5995132872141413,1.078307999999999,0.0718871999999997,2.569338807888563,4.980999999999999,0.332066666666667,1446.35,623.8333333333334,393.0447034230189,490.0,128.7083333333333,15.84160967901375,96.20833333333333,11.29520239846202,55.0,99.54545454545455,99.66666666666667,4.0,0.2666666666666657,84.5,0.9118844004160956,237.3708333333333,68.08451536611604,210.05,0.5571428571428498,3.142857142857139,1.928571428571416,1.785,3.259999999999998,0.4000000000000004,0.1714285714285717,0.04749031428571371,5.457142857142856,0.01642857142857146,0.08421765714285745,0.1571428571428566,0.1508857142857147,0.03732857142857144,202.7828571428565,192.0571428571429,3.242857142857133,111.8071428571428,5.471428571428575,0.2389999999999999,29.50428571428563
22.0,5.133333333333354,196.8,14.16856604914164,24.00000000000001,11.50000000000001,135.8333333333333,30.0,3.0,2.779587767947294,16.42,0.1999999999999993,2.300000000000001,6.055000000000001,13.91,11.93499464692893,1.159279486752691,0.3466496390048924,0.6496940196273165,0.9934554999999996,0.004005199999999931,1.941271268753774,2.478,0.6691333333333329,1432.933333333333,548.7291666666666,203.6725404482374,490.0,127.75,14.13108276106258,95.625,10.20544176734484,55.0,98.27272727272727,99.66666666666667,7.5,3.066666666666677,82.16666666666667,1.059136752134597,234.1291666666667,40.02868220795628,103.65,2.871428571428595,2.042857142857144,5.5,0.557857142857145,0.1685714285714326,1.014285714285714,0.3571428571428572,0.038786571428572,7.957142857142856,0.0825714285714283,0.2333139428571429,0.2428571428571429,0.887085714285714,0.002728571428571427,272.7885714285715,90.32428571428579,1.285714285714278,56.95,1.671428571428564,0.2475714285714288,38.86428571428573
16.5,0.7333333333333485,196.8,14.22823630438199,24.00000000000001,12.50000000000001,136.1666666666667,30.0,3.0,3.13135528765102,17.26,1.899999999999999,3.350000000000001,10.005,13.91,14.368271372097,1.047022009796263,0.3127229760062765,0.5999397262159619,1.026489,0.03043199999999979,2.006457967760324,1.871,0.9119333333333328,1487.391666666666,710.8583333333332,514.0193397112819,490.0,126.9166666666667,13.49356842680575,95.54166666666667,12.85489260510911,52.0,99.36363636363636,99.66666666666667,4.5,0.6666666666666714,81.83333333333333,0.9449897118781536,250.795,87.319862622048,206.74,1.457142857142856,2.185714285714297,4.785714285714278,0.5464285714285673,6.759999999999998,0.1857142857142859,0.3857142857142857,0.6028159428571431,7.128571428571433,0.08499999999999996,0.1534585714285717,0.2428571428571429,1.237742857142856,0.005428571428571435,255.9971428571423,94.79714285714283,1.914285714285711,56.95,5.928571428571431,0.2885714285714291,14.93999999999994
15.14285714285714,14.73333333333335,206.4,13.33378905471193,24.00000000000001,2.5,137.8333333333333,30.0,12.0,3.10546290050113,18.82,0.1999999999999993,0.5857142857142854,5.105,13.91,15.51998487613811,1.122349113402802,0.3335975515331143,0.6228205627424367,0.9721152142857146,0.03388159999999973,1.847771268237014,2.478,0.1846666666666685,1595.241666666667,657.7333333333333,320.8170866016266,490.0,133.0,13.0862523283024,93.08333333333333,19.64882665425315,11.0,98.54545454545455,99.66666666666667,7.928571428571431,2.466666666666669,71.0,1.028201977023754,237.5625,46.55266562811772,29.35000000000002,12.68571428571428,9.099999999999994,9.142857142857139,1.706428571428571,1.985714285714288,0.371428571428571,0.4285714285714284,0.3106877714285723,4.771428571428572,0.1638571428571427,0.1900089714285718,0.4285714285714288,0.3738571428571449,0.1001857142857143,308.1571428571431,37.83999999999992,10.28571428571428,122.2357142857143,7.057142857142864,0.2780000000000005,1.504285714285743
2.0,1.333333333333343,204.4,5.230121094837735,4.0,3.0,137.6666666666667,5.0,11.33333333333334,3.137555416730604,19.66,2.100000000000001,2.149999999999999,9.304999999999998,13.11,12.96764135154201,0.7227881810230821,0.1673812804812879,0.6951917444525462,1.26950442,0.16809388,1.860982519396676,0.4479999999999995,1.510133333333334,1692.333333333333,849.75,433.3957530364136,600.65,138.5833333333333,6.460886592067343,94.95833333333333,13.78851927833039,48.0,98.9090909090909,98.33333333333333,8.5,1.266666666666666,81.16666666666667,0.9304187192095587,233.6291666666667,108.1529067230229,243.75,0.3571428571428612,0.2571428571428669,9.785714285714278,1.417857142857144,7.0,0.1714285714285708,0.02857142857142847,0.5679468571428572,6.257142857142853,0.1407142857142856,0.3072551257142855,0.2142857142857144,1.512085714285714,0.01089999999999999,293.7142857142858,93.54857142857179,1.342857142857127,56.95,7.957142857142856,0.3538571428571426,16.98714285714283
21.5,2.599999999999994,200.8,11.48300374466542,24.00000000000001,1.499999999999986,131.5,30.0,2.0,2.809138824889222,17.26,1.899999999999999,0.8500000000000014,11.405,11.8,11.50839065880002,0.9957669881854254,0.3097041599117885,0.5556629043086484,0.9416364999999995,0.08700033333333312,1.250830421382353,1.871,0.07759999999999945,1519.058333333333,655.7916666666666,329.7034550378399,490.0,124.7916666666667,11.1504079397223,95.0,11.16542281629615,55.0,98.0909090909091,97.33333333333333,8.0,1.666666666666671,84.33333333333333,1.032133628164924,256.525,46.15013768487949,92.30000000000007,2.885714285714272,2.957142857142856,0.2142857142857082,2.174999999999999,5.474285714285713,0.1857142857142859,0.1857142857142855,0.5470265857142866,3.299999999999997,0.08571428571428541,0.0758285714285718,0.1142857142857148,0.4297428571428572,0.04714285714285715,310.2828571428565,0.3971428571427396,1.728571428571428,109.5928571428571,6.857142857142861,0.6207142857142856,24.76285714285711
2.0,1.333333333333343,204.4,7.166182154164561,4.0,21.0,131.6666666666667,5.0,11.33333333333334,3.641437421274126,19.66,2.100000000000001,2.149999999999999,11.355,13.8,6.984978923057359,0.6389171660384902,0.1478591437446088,0.7047080846531831,1.26950442,0.16809388,1.870152103142653,0.4479999999999995,1.510133333333334,1614.333333333333,809.2083333333334,268.8613760172496,600.65,137.8333333333333,7.845734863959881,95.58333333333333,11.84946084099282,55.0,98.9090909090909,98.33333333333333,8.5,1.266666666666666,83.66666666666667,0.9906952525036817,220.8666666666667,51.931522754061,90.60000000000002,1.642857142857139,2.314285714285717,9.071428571428584,1.710714285714285,3.928571428571431,0.1142857142857148,0.1142857142857143,0.4877925714285727,5.257142857142853,0.1207142857142858,0.3254800928571429,0.1428571428571432,1.532800000000002,0.02432857142857142,160.0,24.04857142857168,0.05714285714284983,110.0,6.885714285714286,0.2974285714285712,4.891428571428577
22.0,5.133333333333354,196.8,14.6294508896723,24.00000000000001,17.00000000000001,137.6666666666667,30.0,3.0,2.938714967417259,16.42,0.1999999999999993,2.300000000000001,7.205,13.91,16.82762898397223,1.228597875465791,0.3532819832969439,0.5825960440038513,0.9934554999999996,0.004005199999999931,1.935299926511535,2.478,0.6691333333333329,1598.641666666666,638.1833333333334,483.3702787603814,490.0,127.5833333333333,14.03245246641592,94.375,13.57022629386359,48.0,98.27272727272727,99.66666666666667,7.5,3.066666666666677,77.16666666666667,1.037948614522361,260.0125,103.33683722218,206.95,2.871428571428595,2.828571428571422,4.785714285714278,0.3935714285714305,3.545714285714283,0.5142857142857142,0.7142857142857144,0.1208542857142856,7.457142857142856,0.08899999999999997,0.1677849428571427,0.2428571428571429,0.8785142857142851,0.0001571428571428557,11.28285714285653,243.6742857142857,1.0,56.95,3.814285714285703,0.2247142857142865,5.50714285714281
