max_depth,max_features,min_samples_leaf,min_samples_split,n_estimators,train_R2,val_R2,test_R2,train_MAE,val_MAE,test_MAE
15,20,1,2,120,0.9853160740961735,0.8370751171522903,0.9107741332568193,0.08496274624172262,0.2575924266958241,0.24205492517434288
